code,descr
04.08.05.028-4,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO SUBTALAR E INTRATARSICA
04.08.05.029-2,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA
04.08.05.030-6,REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA PERNA
04.08.05.031-4,REIMPLANTE DO TERCO MEDIO DA PERNA ATE O PE
04.08.05.032-2,REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO
04.08.05.033-0,REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)
04.08.05.034-9,REVISAO CIRURGICA DO PE TORTO CONGENITO
04.08.05.035-7,SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)
04.08.05.036-5,TALECTOMIA
04.08.05.037-3,TENOSINOVECTOMIA EM MEMBRO INFERIOR
04.08.05.038-1,TRANSFERENCIA DO GRANDE TROCANTER (PROCEDIMENTO ISOLADO)
04.08.05.039-0,TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR
04.08.05.040-3,TRANSPLANTE DE MENISCO
04.08.05.041-1,TRANSPOSICAO DA FIBULA PARA A TIBIA
04.08.05.042-0,TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES
04.08.05.043-8,TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER
04.08.05.044-6,TRATAMENTO CIRURGICO DE COALIZAO TARSAL
04.08.05.045-4,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE
04.08.05.046-2,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS
04.08.05.047-0,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS
04.08.05.048-9,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)
04.08.05.049-7,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO
04.08.05.050-0,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA
04.08.05.051-9,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR
04.08.05.052-7,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA
04.08.05.053-5,TRATAMENTO CIRÚRGICO DE FRATURA DO CALCÂNEO
04.08.05.054-3,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL
04.08.05.055-1,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL
04.08.05.056-0,TRATAMENTO CIRÚRGICO DE FRATURA DO TALUS
04.08.05.057-8,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR
04.08.05.058-6,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR
04.08.05.059-4,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO
04.08.05.060-8,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA
04.08.05.061-6,TRATAMENTO CIRÚRGICO DE FRATURA SUBTROCANTERIANA
04.08.05.062-4,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL)
04.08.05.063-2,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA
04.08.05.064-0,TRATAMENTO CIRÚRGICO DE GIGANTISMO DO PÉ
04.08.05.065-9,TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
04.08.05.066-7,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)
04.08.05.067-5,TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR
04.08.05.068-3,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO
04.08.05.069-1,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA
04.08.05.070-5,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO SUBTALAR E INTRA-TARSICA
04.08.05.071-3,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA
04.08.05.072-1,TRATAMENTO CIRÚRGICO DE METATARSO PRIMO VARO
04.08.05.073-0,TRATAMENTO CIRÚRGICO DE PÉ CAVO
04.08.05.074-8,TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO
04.08.05.075-6,TRATAMENTO CIRÚRGICO DE PÉ TALO VERTICAL
04.08.05.076-4,TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO
04.08.05.077-2,TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO INVETERADO
04.08.05.078-0,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA AO NÍVEL DO TARSO
04.08.05.079-9,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR
04.08.05.080-2,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA REGIÃO TROCANTERIANA
04.08.05.081-0,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO COLO DO FÊMUR
04.08.05.082-9,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO PÉ
04.08.05.083-7,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA METÁFISE DISTAL DO FÊMUR
04.08.05.084-5,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO AO NÍVEL DO JOELHO
04.08.05.085-3,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE CONGÊNITA DA TÍBIA
04.08.05.086-1,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL
04.08.05.087-0,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL
04.08.05.088-8,TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL
04.08.05.089-6,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL
04.08.05.090-0,TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS
04.08.05.091-8,TRATAMENTO CIRÚRGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
04.08.05.092-6,TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO
04.08.06.001-8,ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
04.08.06.002-6,ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MÃO E/OU DO PÉ
04.08.06.003-4,ALONGAMENTO E/OU TRANSPORTE ÓSSEO DE OSSOS LONGOS (EXCETO DA MÃO E DO PÉ)
04.08.06.004-2,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO
04.08.06.005-0,ARTRODESE DE PEQUENAS ARTICULAÇÕES
04.08.06.006-9,ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO
04.08.06.007-7,ARTROPLASTIA DE RESSECÇÃO DE PEQUENAS ARTICULAÇÕES
04.08.06.008-5,BURSECTOMIA
04.08.06.009-3,DESCOMPRESSÃO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA
04.08.06.010-7,DIAFISECTOMIA DE OSSOS LONGOS
04.08.06.011-5,ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
04.08.06.012-3,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES
04.08.06.013-1,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES
04.08.06.014-0,FASCIECTOMIA
04.08.06.015-8,MANIPULAÇÃO ARTICULAR
04.08.06.016-6,OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ
04.08.06.017-4,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
04.08.06.018-2,OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ
04.08.06.019-0,OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
04.08.06.020-4,REINSERÇÃO MUSCULAR
04.08.06.021-2,RESSECÇÃO DE CISTO SINOVIAL
04.08.06.022-0,RESSECÇÃO DE EXOSTOSE
04.08.06.023-9,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ RETALHO MICROCIRÚRGICO
04.08.06.024-7,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ RETALHO NÃO MICROCIRÚRGICO (EXCETO MÃO E PÉ)
04.08.06.025-5,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ TRANSPORTE ÓSSEO
04.08.06.026-3,RESSECÇÃO DE TUMOR ÓSSEO C/ SUBSTITUIÇÃO (ENDOPRÓTESE)
04.08.06.027-1,RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO C/ ENXERTO
04.08.06.028-0,RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO C/ RETALHO NÃO MICROCIRÚRGICO (APENAS MÃO E PÉ)
04.08.06.029-8,RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO POR DESLIZAMENTO
04.08.06.030-1,RESSECÇÃO MUSCULAR
04.08.06.031-0,RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES
04.08.06.032-8,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR
04.08.06.033-6,RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO
04.08.06.034-4,RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS
04.08.06.035-2,RETIRADA DE FIO OU PINO INTRA-ÓSSEO
04.08.06.036-0,RETIRADA DE FIXADOR EXTERNO
04.08.06.037-9,RETIRADA DE PLACA E/OU PARAFUSOS
04.08.06.038-7,RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO DE GRANDES ARTICULAÇÕES (OMBRO / COTOVELO / QUADRIL / JOELHO)
04.08.06.039-5,RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO EM PEQUENAS E MÉDIAS ARTICULAÇÕES
04.08.06.040-9,RETIRADA DE TRAÇÃO TRANS-ESQUELÉTICA
04.08.06.041-7,RETRAÇÃO CICATRICIAL DOS DEDOS C/ COMPROMETIMENTO TENDINOSO (POR DEDO)
04.08.06.042-5,REVISÃO CIRÚRGICA DE COTO DE AMPUTAÇÃO DOS DEDOS
04.08.06.043-3,TENODESE
04.08.06.044-1,TENÓLISE
04.08.06.045-0,TENOMIORRAFIA
04.08.06.046-8,TENOMIOTOMIA / DESINSERÇÃO
04.08.06.047-6,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO
04.08.06.048-4,TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO
04.08.06.049-2,TRANSPLANTE DO HALUX P/ O POLEGAR
04.08.06.050-6,TRANSPLANTE DO SEGUNDO PODODÁCTILO P/ POLEGAR / QUALQUER OUTRO DEDO DA MÃO
04.08.06.051-4,TRANSPLANTE MÚSCULO-CUTÂNEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE
04.08.06.052-2,TRANSPLANTE OSTEO-MÚSCULO-CUTÂNEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES
04.08.06.053-0,TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA MÚLTIPLA
04.08.06.054-9,TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA ÚNICA
04.08.06.055-7,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA (GRANDES E MÉDIAS ARTICULAÇÕES)
04.08.06.056-5,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULAÇÕES
04.08.06.057-3,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ)
04.08.06.058-1,TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR
04.08.06.059-0,TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MÃO E DO PÉ
04.08.06.060-3,TRATAMENTO CIRÚRGICO DE HERNIA MUSCULAR
04.08.06.061-1,TRATAMENTO CIRÚRGICO DE INFECÇÃO EM ARTROPLASTIA DAS MÉDIAS / PEQUENAS ARTICULAÇÕES
04.08.06.062-0,TRATAMENTO CIRÚRGICO DE INFECÇÃO PÓS-ARTROPLASTIA (GRANDES ARTICULAÇÕES)
04.08.06.063-8,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA
04.08.06.064-6,TRATAMENTO CIRÚRGICO DE MÃO OU PÉ EM FENDA / DEDO BÍFIDO / MACRODACTILIA / POLIDACTILIA
04.08.06.065-4,TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA
04.08.06.066-2,TRATAMENTO CIRÚRGICO DE POLIDACTILIA ARTICULADA
04.08.06.067-0,TRATAMENTO CIRÚRGICO DE RETRAÇÃO MUSCULAR
04.08.06.068-9,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO
04.08.06.069-7,TRATAMENTO CIRÚRGICO DE SINDACTILIA COMPLEXA (C/ FUSÃO ÓSSEA)
04.08.06.070-0,TRATAMENTO CIRÚRGICO DE SINDACTILIA SIMPLES (DOIS DEDOS)
04.08.06.071-9,VIDEOARTROSCOPIA
04.09.01.001-4,CAPSULECTOMIA RENAL
04.09.01.002-2,CISTECTOMIA PARCIAL
04.09.01.003-0,CISTECTOMIA TOTAL
04.09.01.004-9,CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO
04.09.01.005-7,CISTOENTEROPLASTIA
04.09.01.006-5,CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA
04.09.01.007-3,CISTOPLASTIA (CORRECAO DE EXTROFIA VESICAL)
04.09.01.008-1,CISTORRAFIA
04.09.01.009-0,CISTOSTOMIA
04.09.01.010-3,COLOCACAO PERCUTANEA DE CATETER PIELO-URETERO-VESICAL UNILATERAL
04.09.01.011-1,DILATACAO PERCUTANEA DE ESTENOSES URETERAIS E JUNCAO URETERO-VESICAL
04.09.01.012-0,DIVERTICULECTOMIA VESICAL
04.09.01.013-8,DRENAGEM DE ABSCESSO RENAL / PERI-RENAL
04.09.01.014-6,EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL
04.09.01.015-4,EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO EM URETER
04.09.01.016-2,IMPLANTE DE CATETER URETERAL POR TECNICA CISTOSCOPICA
04.09.01.017-0,INSTALACAO ENDOSCOPICA DE CATETER DUPLO J
04.09.01.018-9,LITOTRIPSIA
04.09.01.019-7,LOMBOTOMIA
04.09.01.020-0,NEFRECTOMIA PARCIAL
04.09.01.021-9,NEFRECTOMIA TOTAL
04.09.01.022-7,NEFROLITOTOMIA
04.09.01.023-5,NEFROLITOTOMIA PERCUTANEA
04.09.01.024-3,NEFROPEXIA
04.09.01.025-1,NEFROPIELOSTOMIA
04.09.01.026-0,NEFRORRAFIA
04.09.01.027-8,NEFROSTOMIA (POR PUNCAO)
04.09.01.028-6,NEFROSTOMIA C/ OU S/ DRENAGEM
04.09.01.029-4,NEFROSTOMIA PERCUTANEA
04.09.01.030-8,NEFROURETERECTOMIA TOTAL
04.09.01.031-6,PIELOLITOTOMIA
04.09.01.032-4,PIELOPLASTIA
04.09.01.033-2,PIELOSTOMIA
04.09.01.034-0,PIELOTOMIA
04.09.01.035-9,PUNCAO / ASPIRACAO DA BEXIGA
04.09.01.036-7,RESSECCAO DO COLO VESICAL / TUMOR VESICAL A CEU ABERTO
04.09.01.037-5,RESSECCAO ENDOSCOPICA DA EXTREMIDADE DISTAL DO URETER
04.09.01.038-3,RESSECCAO ENDOSCOPICA DE LESAO VESICAL
04.09.01.039-1,RETIRADA PERCUTANEA DE CALCULO URETERAL C/ CATETER
04.09.01.040-5,SINFISIOTOMIA DO RIM EM FERRADURA (NEFROPLASTIA)
04.09.01.041-3,TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA
04.09.01.042-1,TRATAMENTO CIRURGICO DE CISTO DE RIM POR PUNCAO
04.09.01.043-0,TRATAMENTO CIRURGICO DE CISTOCELE
04.09.01.044-8,TRATAMENTO CIRURGICO DE FISTULA VESICO-CUTANEA
04.09.01.045-6,TRATAMENTO CIRURGICO DE FISTULA VESICO-ENTERICA
04.09.01.046-4,TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL
04.09.01.047-2,TRATAMENTO CIRURGICO DE FISTULAS URETERAIS
04.09.01.048-0,TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL (FORMOLIZACAO DA BEXIGA)
04.09.01.049-9,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL
04.09.01.050-2,TRATAMENTO CIRURGICO DE REFLUXO VESICO-URETERAL
04.09.01.051-0,TRATAMENTO CIRURGICO DE URETEROCELE
04.09.01.052-9,URETERECTOMIA
04.09.01.053-7,URETEROCISTONEOSTOMIA
04.09.01.054-5,URETEROENTEROPLASTIA
04.09.01.055-3,URETEROENTEROSTOMIA
04.09.01.056-1,URETEROLITOTOMIA
04.09.01.057-0,URETEROPLASTIA
04.09.01.058-8,URETEROSTOMIA CUTANEA
04.09.01.059-6,URETEROLITOTRIPSIA TRANSURETEROSCÓPICA
04.09.02.001-0,DRENAGEM DE COLECAO PERI-URETRAL
04.09.02.002-8,DRENAGEM DE FLEIMAO URINOSO
04.09.02.003-6,EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO NA URETRA C/ CISTOSCOPIA
04.09.02.004-4,INJECAO DE GORDURA / TEFLON PERI-URETRAL
04.09.02.005-2,LIGADURA / SECCAO DE VASOS ABERRANTES
04.09.02.006-0,MEATOTOMIA ENDOSCOPICA
04.09.02.007-9,MEATOTOMIA SIMPLES
04.09.02.008-7,RESSECCAO DE CARUNCULA URETRAL
04.09.02.009-5,RESSECCAO DE PROLAPSO DA MUCOSA DA URETRA
04.09.02.010-9,RESSECCAO E FECHAMENTO DE FISTULA URETRAL
04.09.02.011-7,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA
04.09.02.012-5,URETROPLASTIA (RESSECCAO DE CORDA)
04.09.02.013-3,URETROPLASTIA AUTOGENA
04.09.02.014-1,URETROPLASTIA HETEROGENEA
04.09.02.015-0,URETRORRAFIA
04.09.02.016-8,URETROSTOMIA PERINEAL / CUTANEA / EXTERNA
04.09.02.017-6,URETROTOMIA INTERNA
04.09.02.018-4,URETROTOMIA P/ RETIRADA DE CALCULO OU CORPO ESTRANHO
04.09.03.001-5,DRENAGEM DE ABSCESSO PROSTATICO
04.09.03.002-3,PROSTATECTOMIA SUPRAPÚBICA
04.09.03.003-1,PROSTATOVESICULECTOMIA RADICAL
04.09.03.004-0,RESSECCAO ENDOSCOPICA DE PROSTATA
04.09.04.001-0,DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL
04.09.04.002-9,DRENAGEM DE ABSCESSO DO EPIDIDIMO E/OU CANAL DEFERENTE
04.09.04.003-7,EPIDIDIMECTOMIA
04.09.04.004-5,EPIDIDIMECTOMIA C/ ESVAZIAMENTO GANGLIONAR
04.09.04.005-3,ESPERMATOCELECTOMIA
04.09.04.006-1,EXERESE DE CISTO DE BOLSA ESCROTAL
04.09.04.007-0,EXERESE DE CISTO DE EPIDIDIMO
04.09.04.008-8,EXERESE DE LESAO DO CORDAO ESPERMATICO
04.09.04.009-6,EXPLORACAO CIRURGICA DA BOLSA ESCROTAL
04.09.04.010-0,EXPLORACAO CIRURGICA DO CANAL DEFERENTE
04.09.04.011-8,NEOSTOMIA DE EPIDIDIMO / CANAL DEFERENTE
04.09.04.012-6,ORQUIDOPEXIA BILATERAL
04.09.04.013-4,ORQUIDOPEXIA UNILATERAL
04.09.04.014-2,ORQUIECTOMIA SUBCAPSULAR BILATERAL
04.09.04.015-0,ORQUIECTOMIA UNI OU BILATERAL C/ ESVAZIAMENTO GANGLIONAR
04.09.04.016-9,ORQUIECTOMIA UNILATERAL
04.09.04.017-7,PLASTICA DA BOLSA ESCROTAL
04.09.04.018-5,REPARACAO E OPERACAO PLASTICA DO TESTICULO
04.09.04.019-3,RESSECCAO PARCIAL DA BOLSA ESCROTAL
04.09.04.020-7,TRATAMENTO CIRURGICO DE ELEFANTIASE DA BOLSA ESCROTAL
04.09.04.021-5,TRATAMENTO CIRURGICO DE HIDROCELE
04.09.04.022-3,TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO / DO CORDAO ESPERMATICO
04.09.04.023-1,TRATAMENTO CIRURGICO DE VARICOCELE
04.09.04.024-0,VASECTOMIA
04.09.05.001-6,AMPUTACAO DE PENIS
04.09.05.002-4,CORRECAO DE EPISPADIA
04.09.05.003-2,CORRECAO DE HIPOSPADIA (1O TEMPO)
04.09.05.004-0,CORRECAO DE HIPOSPADIA (2O TEMPO)
04.09.05.005-9,LIBERACAO / PLASTIA DE PREPUCIO
04.09.05.006-7,PLASTICA DE FREIO BALANO-PREPUCIAL
04.09.05.007-5,PLASTICA TOTAL DO PENIS
04.09.05.008-3,POSTECTOMIA
04.09.05.009-1,REIMPLANTE DE PENIS
04.09.05.010-5,TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS
04.09.05.011-3,TRATAMENTO CIRURGICO DE PRIAPRISMO
04.09.05.013-0,CIRURGIAS COMPLEMENTARES DE REDESIGNAÇÃO SEXUAL
04.09.05.014-8,REDESIGNAÇÃO SEXUAL NO SEXO MASCULINO
04.09.06.001-1,CERCLAGEM DE COLO DO UTERO
04.09.06.002-0,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO
04.09.06.003-8,EXCISÃO TIPO 3 DO COLO UTERINO
04.09.06.004-6,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO
04.09.06.005-4,CURETAGEM UTERINA EM MOLA HIDATIFORME
04.09.06.006-2,DILATACAO DE COLO DO UTERO
04.09.06.007-0,ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)
04.09.06.008-9,EXCISÃO TIPO I DO COLO UTERINO
04.09.06.009-7,EXERESE DE POLIPO DE UTERO
04.09.06.010-0,HISTERECTOMIA (POR VIA VAGINAL)
04.09.06.011-9,HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)
04.09.06.012-7,HISTERECTOMIA SUBTOTAL
04.09.06.013-5,HISTERECTOMIA TOTAL
04.09.06.014-3,HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS)
04.09.06.015-1,HISTERECTOMIA VIDEOLAPAROSCOPICA
04.09.06.016-0,HISTERORRAFIA
04.09.06.017-8,HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO
04.09.06.018-6,LAQUEADURA TUBARIA
04.09.06.019-4,MIOMECTOMIA
04.09.06.020-8,MIOMECTOMIA VIDEOLAPAROSCOPICA
04.09.06.021-6,OOFORECTOMIA / OOFOROPLASTIA
04.09.06.022-4,RESSECCAO DE VARIZES PELVICAS
04.09.06.023-2,SALPINGECTOMIA UNI / BILATERAL
04.09.06.024-0,SALPINGECTOMIA VIDEOLAPAROSCOPICA
04.09.06.025-9,SALPINGOPLASTIA
04.09.06.026-7,SALPINGOPLASTIA VIDEOLAPAROSCOPICA
04.09.06.027-5,TRAQUELOPLASTIA
04.09.06.028-3,TRATAMENTO CIRURGICO DE FISTULA VESICO-UTERINA
04.09.06.029-1,HISTERECTOMIA C/ ANEXECTOMIA BILATERAL E COLPECTOMIA SOB PROCESSO TRANSEXUALIZADOR
04.09.06.030-5,EXCISÃO TIPO 2 DO COLO UTERINO
04.09.07.001-7,ALARGAMENTO DA ENTRADA VAGINAL
04.09.07.002-5,COLPECTOMIA
04.09.07.003-3,COLPOCLEISE (CIRURGIA DE LE FORT)
04.09.07.004-1,COLPOPERINEOCLEISE
04.09.07.005-0,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR
04.09.07.006-8,COLPOPERINEOPLASTIA POSTERIOR
04.09.07.007-6,COLPOPERINEORRAFIA NAO OBSTETRICA
04.09.07.008-4,COLPOPLASTIA ANTERIOR
04.09.07.009-2,COLPORRAFIA NAO OBSTETRICA
04.09.07.010-6,COLPOTOMIA
04.09.07.011-4,CONSTRUCAO DE VAGINA
04.09.07.012-2,DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE
04.09.07.013-0,EPISIOPERINEORRAFIA NAO OBSTETRICA
04.09.07.014-9,EXERESE DE CISTO VAGINAL
04.09.07.015-7,EXERESE DE GLANDULA DE BARTHOLIN / SKENE
04.09.07.016-5,EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO)
04.09.07.017-3,EXTRACAO DE CORPO ESTRANHO DA VAGINA
04.09.07.018-1,HIMENOTOMIA
04.09.07.019-0,MARSUPIALIZACAO DE GLANDULA DE BARTOLIN
04.09.07.020-3,OPERACAO DE BURCH
04.09.07.021-1,RECONSTRUCAO DA VAGINA
04.09.07.022-0,TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS
04.09.07.023-8,TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL
04.09.07.024-6,TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL
04.09.07.025-4,TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL
04.09.07.026-2,TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS
04.09.07.027-0,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL
04.09.07.028-9,TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA
04.09.07.029-7,VULVECTOMIA AMPLIADA C/ LINFADENECTOMIA
04.09.07.030-0,VULVECTOMIA SIMPLES
04.09.07.031-9,REDESIGNAÇÃO SEXUAL NO SEXO FEMININO
04.10.01.001-4,DRENAGEM DE ABSCESSO DE MAMA
04.10.01.002-2,ESVAZIAMENTO PERCUTANEO DE CISTO MAMARIO
04.10.01.003-0,EXERESE DE MAMA SUPRANUMERARIA
